scientificName,vernacularName,individualCount,stateProvince,locality,decimalLongitude,decimalLatitude,eventDate,eventTime,year,month,collectionCode,locationID,location
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/11/02,,"2017","11",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/11/02,,"2017","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/11/06,,"2017","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/11/07,,"2017","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/11/08,,"2017","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,unpaved road between about 1km after La Georgina Rest.,-83.7205,9.54751,2017/11/09,,"2017","11",eBird,"8", Finca Martín Salazar
Chamaepetes unicolor,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/11/20,,"2017","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/11/21,,"2017","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/11/21,,"2017","11",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/11/22,,"2017","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/11/22,,"2017","11",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/11/22,,"2017","11",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/11/23,,"2017","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/11/23,,"2017","11",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/11/24,,"2017","11",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/11/25,,"2017","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/11/27,,"2017","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/11/28,,"2017","11",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/11/28,,"2017","11",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/11/28,,"2017","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,4,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/11/29,,"2017","11",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/11/29,,"2017","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/11/30,,"2017","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/04,,"2017","12",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/04,,"2017","12",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/04,,"2017","12",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/04,,"2017","12",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/05,,"2017","12",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/05,,"2017","12",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/06,,"2017","12",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/07,,"2017","12",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/07,,"2017","12",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,4,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/08,,"2017","12",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/11,,"2017","12",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/12,,"2017","12",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/12,,"2017","12",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/12,,"2017","12",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/13,,"2017","12",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/14,,"2017","12",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/15,,"2017","12",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/15,,"2017","12",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/18,,"2017","12",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/18,,"2017","12",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/18,,"2017","12",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/18,,"2017","12",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/18,,"2017","12",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/19,,"2017","12",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/19,,"2017","12",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/19,,"2017","12",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/19,,"2017","12",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/20,,"2017","12",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/21,,"2017","12",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,5,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/21,,"2017","12",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,5,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/21,,"2017","12",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/22,,"2017","12",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/22,,"2017","12",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/22,,"2017","12",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/22,,"2017","12",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/22,,"2017","12",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/22,,"2017","12",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/22,,"2017","12",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/22,,"2017","12",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/26,,"2017","12",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/26,,"2017","12",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/26,,"2017","12",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/26,,"2017","12",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/26,,"2017","12",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/27,,"2017","12",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/27,,"2017","12",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/27,,"2017","12",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/28,,"2017","12",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/28,,"2017","12",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/28,,"2017","12",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/29,,"2017","12",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/29,,"2017","12",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/29,,"2017","12",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/29,,"2017","12",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/29,,"2017","12",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/29,,"2017","12",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/12/31,,"2017","12",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/02,,"2018","1",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/02,,"2018","1",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,PN Chirripó -- Entrance to the park trail,-83.5847,9.46933,2018/01/02,,"2018","1",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/02,,"2018","1",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/02,,"2018","1",eBird,"10", Reserva Cloud Bridge
Ortalis cinereiceps,,5,San José,PN Chirripó -- Entrance to the park trail,-83.5847,9.46933,2018/01/02,,"2018","1",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/02,,"2018","1",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/03,,"2018","1",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/03,,"2018","1",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,4,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/03,,"2018","1",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/03,,"2018","1",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/04,,"2018","1",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Sendero Principal Cerro Chirripó,-83.585,9.468,2018/01/04,,"2018","1",eBird,"10", Reserva Cloud Bridge
Crax rubra,,1,San José,Sendero Principal Cerro Chirripó,-83.585,9.468,2018/01/04,,"2018","1",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/04,,"2018","1",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/05,,"2018","1",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/05,,"2018","1",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/05,,"2018","1",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/05,,"2018","1",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/05,,"2018","1",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/05,,"2018","1",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/06,,"2018","1",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/06,,"2018","1",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/06,,"2018","1",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/06,,"2018","1",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/06,,"2018","1",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/06,,"2018","1",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/06,,"2018","1",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/06,,"2018","1",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/08,,"2018","1",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/08,,"2018","1",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/08,,"2018","1",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/08,,"2018","1",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/08,,"2018","1",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/08,,"2018","1",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/08,,"2018","1",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/08,,"2018","1",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/08,,"2018","1",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/08,,"2018","1",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/08,,"2018","1",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/08,,"2018","1",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/09,,"2018","1",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/09,,"2018","1",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,5,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/10,,"2018","1",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,5,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/10,,"2018","1",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,4,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/10,,"2018","1",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,4,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/10,,"2018","1",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,5,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/10,,"2018","1",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/10,,"2018","1",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,4,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/10,,"2018","1",eBird,"10", Reserva Cloud Bridge
Trogon caligatus,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/10,,"2018","1",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/11,,"2018","1",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/11,,"2018","1",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/11,,"2018","1",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/11,,"2018","1",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/11,,"2018","1",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/11,,"2018","1",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/11,,"2018","1",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/11,,"2018","1",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/12,,"2018","1",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/12,,"2018","1",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/12,,"2018","1",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/13,,"2018","1",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/14,,"2018","1",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/16,,"2018","1",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/16,,"2018","1",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/16,,"2018","1",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/17,,"2018","1",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,4,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/17,,"2018","1",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/17,,"2018","1",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/17,,"2018","1",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/17,,"2018","1",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,4,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2018/01/17,,"2018","1",eBird,"10", Reserva Cloud Bridge
